Address,District,Beds,Baths,Longitudes,Latitudes,Price,Size,Website,Distance,Type
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924604,40.428166,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-april-1-shopping/7028998931.html,2.14155696,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928627,40.432216,1195,844,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-now-or-jan-4-flexible/7028992275.html,1.685813801,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7030796128.html,2.055931387,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.925151,40.432788,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-br-1ba-on-bus-line/7028864625.html,2.070199774,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.92425,40.428639,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-april-1-shopping/7019909999.html,2.179482427,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.92867,40.432355,1140,852,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-sun/7019952780.html,1.680705272,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924046,40.428754,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7025679109.html,2.201775499,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924647,40.428108,970,570,https://pittsburgh.craigslist.org/apa/d/pittsburgh-short-term-lease-heat/7017903965.html,2.136958336,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924024,40.428688,930,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-ac-hardwood/7018079478.html,2.204377891,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,2,1,-79.928691,40.431988,1420,1070,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-hardwood/7019954156.html,1.679305999,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.923971,40.428745,905,550,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-ac-hardwood/7023681047.html,2.210103003,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924357,40.4285,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-shopping/7030662739.html,2.167998582,Apartment
210 east end ave. near Penn,Squirrel Hill,1,1,-79.895153,40.443877,600,450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newer-efficiency-available/7025695607.html,5.409574474,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924132,40.42859,1275,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-short-term-lease-available/7017904900.html,2.19267011,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928391,40.432004,1110,760,https://pittsburgh.craigslist.org/apa/d/pittsburgh-schenley-park-ac-pet/7017906218.html,1.712478969,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.92484,40.428141,1150,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-short/7019902528.html,2.1155281,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.923992,40.428721,980,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7023716742.html,2.207837934,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924293,40.428598,1065,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-available/7027389122.html,2.174828122,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924647,40.428288,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1-pet/7027389515.html,2.136473589,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924078,40.428623,980,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-shopping/7019852535.html,2.198563997,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928627,40.432102,1110,714,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7025630785.html,1.686100725,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928541,40.432086,1070,716,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7025632392.html,1.695663286,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,2,1,-79.928563,40.432371,1535,1082,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1-sun/7025680696.html,1.692517395,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924486,40.428411,890,385,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-included-avail-january/7017902937.html,2.15395731,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924883,40.428068,905,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-included-avail-january/7017903542.html,2.110974187,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924732,40.428019,930,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-ac-hardwood/7023681450.html,2.12780219,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.92485,40.428076,905,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-separate-kitchen-pet/7023635615.html,2.114600398,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928155,40.432143,1165,874,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-schenley/7017905511.html,1.738273059,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.92426,40.428639,1075,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-schenley-park-ac-hw-floors/7023682613.html,2.178375488,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924775,40.428043,1055,645,https://pittsburgh.craigslist.org/apa/d/pittsburgh-short-term-lease-available/7023683344.html,2.122982494,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928659,40.432355,1140,852,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-march-1-sun-parlor/7025598748.html,1.681923588,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928616,40.432102,1090,742,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-available/7025600599.html,1.687318642,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928659,40.4322,1195,844,https://pittsburgh.craigslist.org/apa/d/pittsburgh-short-term-lease-available/7017816086.html,1.682310435,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928573,40.432102,1070,716,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-schenley/7017816789.html,1.692079729,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928541,40.432208,1175,924,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-hardwood/7017817030.html,1.695357625,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924325,40.428574,1000,770,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-pet/7019814276.html,2.171348229,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,1,1,-79.928563,40.432224,1175,924,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sun-parlor-ac-heat-incld-pet/7025599145.html,1.692881324,Apartment
5414 Wilkins Ave,Squirrel Hill,3,1,-79.932918,40.446402,2500,1200,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-clean-professional/7013313316.html,1.194281743,Apartment
5562 Hobart Street near Wightman Street,Squirrel Hill,2,1,-79.928155,40.432249,1290,912,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-heat/7017815572.html,1.738015127,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7030589517.html,2.055931387,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924636,40.428117,930,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-included-ac-hardwood/7019822556.html,2.138150377,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.924893,40.428076,905,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-ac-hardwood/7023635209.html,2.109846709,Apartment
2715 Murray Avenue near Forward Avenue,Squirrel Hill,1,1,-79.92425,40.42846,870,490,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-ac-shopping/7025597872.html,2.179943992,Apartment
"5326 Pocusset St,",Squirrel Hill,2,1,-79.936094,40.429563,1200,775,https://pittsburgh.craigslist.org/sub/d/pittsburgh-biking-hiking-trails-golf/7013178014.html,0.879920457,Apartment
210 east end ave. near Penn,Squirrel Hill,1,1,-79.895153,40.443877,600,450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newer-efficiency-available/7024768825.html,5.409574474,Apartment
5537 Bartlett Street near Wightman street,Squirrel Hill,3,1,-79.929271,40.435616,1170,3000,https://pittsburgh.craigslist.org/sub/d/pittsburgh-2-rooms-dec-through-jul-2020/7029696607.html,1.606981104,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-shops-pet-friendly/7011094933.html,2.562237493,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7029138944.html,2.050994169,Apartment
210 east end ave. near Penn,Squirrel Hill,1,1,-79.895153,40.443877,600,450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newer-efficiency-available/7025173848.html,5.409574474,Apartment
5717 Hobart St,Squirrel Hill,2,1,-79.924737,40.433372,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-now-2br-1ba-on-bus/7028879569.html,2.115129622,Apartment
210 east end ave. near Penn,Squirrel Hill,1,1,-79.895153,40.443877,600,450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newer-efficiency-available/7024768743.html,5.409574474,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7027994966.html,2.055931387,Apartment
Melvin near Wightman,Squirrel Hill,3,1,-79.927273,40.430169,1195,2200,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-access-to-pitt-cmu/7008777348.html,1.840990442,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7027464216.html,2.050994169,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-yard-fully-renovated/7012360158.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-bus-walk-to-shops/7010167232.html,2.562237493,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7026834481.html,2.050994169,Apartment
210 east end ave. near Penn,Squirrel Hill,1,1,-79.895153,40.443877,600,450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-newer-efficiency-available/7024768641.html,5.409574474,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-apartment-in-squirrel-hill/7011443360.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2br-2ba-in-squirrel-hill/7001601926.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/7006847215.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-renovated-squirrel/6992071268.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-laundry-on-site-decorative/7011618563.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fully-renovated-apartment/7016780150.html,2.59085383,Apartment
2123 Shady Ave - A8,Squirrel Hill,1,1,-79.918428,40.434289,895,430,https://pittsburgh.craigslist.org/apa/d/pittsburgh-new-light-fixtures-walk-to/7025904390.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,1090,650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-window-seat-hardwood/7023061714.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-phones-answered-24-hours-day/7025655942.html,2.816193996,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/7025652323.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace-back/7012369175.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-shops-decorative/7007055054.html,2.59085383,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7025165640.html,2.055931387,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-new-cabinetry-vinyl-plank/7024994598.html,2.816193996,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-back-porch-granite/7024991738.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-exposed-stone-wall-off/7024990387.html,2.562237493,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925001,40.432739,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7024927259.html,2.086961286,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-solar-screens-laundry-on/7006422678.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-unit-with/7005394028.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-new-renovations/7005591639.html,2.562237493,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7023634712.html,2.055931387,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-yard-back-porch-granite/7004913789.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stainless-steel-appliances/7004947920.html,2.59085383,Apartment
Hobart St near Murray Ave,Squirrel Hill,2,1,-79.92528,40.432755,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-on-bus-route-spacious/7023006660.html,2.055931387,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-back-porch-pet-friendly-pet/7002859012.html,2.59085383,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/7002975057.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-pet-friendly/7002858177.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace-yard/7001501604.html,2.59085383,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7019472729.html,2.050994169,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7019164678.html,2.050994169,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace-walk-to/7012396309.html,2.562237493,Apartment
4025 windsor st.,Squirrel Hill,2,1,-79.928602,40.425901,1275,1100,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2br-1ba-1st-floor-apartment/7014040022.html,1.708747719,Apartment
2421 beechwood Blvd,Squirrel Hill,2,1,-79.915014,40.432352,1295,780,https://pittsburgh.craigslist.org/apa/d/pittsburgh-brand-new-kitchen-bathroom/6998622577.html,3.199050095,Apartment
2421 beechwood Blvd,Squirrel Hill,2,1,-79.915014,40.432352,1295,780,https://pittsburgh.craigslist.org/apa/d/pittsburgh-brand-new-kitchen-bathroom/6998625158.html,3.199050095,Apartment
Stanton near Heths Way,Squirrel Hill,1,1,-79.928584,40.472237,825,590,https://pittsburgh.craigslist.org/apa/d/pittsburgh-big-bright-newly-remodeled-1/7018246923.html,1.769232063,Apartment
Hobart St near Wightman St,Squirrel Hill,2,1,-79.925323,40.432837,1385,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-updated-kitchen-hw/7018123442.html,2.050994169,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace-yard/7016272208.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-laundry-on-site-front-yard/7016112601.html,2.562237493,Apartment
